Sr.No,Time,Crank Angle (deg),"Piston_Effort
FP1 (N)","Piston_Effort
FP2 (N)","Piston_Effort
FP3 (N)",Connecting_Rod_Force FQ1 (N),Connecting_Rod_Force FQ2 (N),Connecting_Rod_Force FQ3 (N),Shear Force Pin_1,Shear Force Pin_2,Shear Force Pin_3,Slider_Force_FN1,Slider_Force_FN2,Slider_Force_FN3,Torque Nmm,Power Nmm/sec
345,4.78E-01,344,-22224,-22212.54,-22132.57,22676.6,23181.74,22157.11,22224,22212.54,22132.57,4300,-6460,2040,15485.94,194602.0614
346,4.79E-01,345,-22224.07,-22211.91,-22133.13,22660.64,23186.85,22167.95,22224.07,22211.91,22133.13,4210,-6490,2150,15566.08,195609.1303
347,4.81E-01,346,-22224.13,-22211.26,-22133.72,22644.8,23191.35,22179.31,22224.13,22211.26,22133.72,4120,-6510,2250,15641.06,196551.3568
348,4.82E-01,347,-22224.19,-22210.58,-22134.34,22629.09,23195.22,22191.15,22224.19,22210.58,22134.34,4030,-6530,2360,15710.62,197425.4735
349,4.83E-01,348,-22224.24,-22209.89,-22134.98,22613.54,23198.45,22203.48,22224.24,22209.89,22134.98,3940,-6550,2460,15774.54,198228.7159
350,4.85E-01,349,-22224.29,-22209.18,-22135.65,22598.15,23201.03,22216.28,22224.29,22209.18,22135.65,3850,-6560,2560,15832.57,198957.9424
351,4.86E-01,350,-22224.33,-22208.45,-22136.34,22582.96,23202.96,22229.54,22224.33,22208.45,22136.34,3750,-6570,2670,15884.49,199610.3884
352,4.88E-01,351,-22224.36,-22207.7,-22137.06,22567.97,23204.24,22243.23,22224.36,22207.7,22137.06,3660,-6580,2770,15930.1,200183.5405
353,4.89E-01,352,-22224.39,-22206.93,-22137.8,22553.21,23204.86,22257.36,22224.39,22206.93,22137.8,3560,-6590,2870,15969.2,200674.8856
354,4.90E-01,353,-22224.42,-22206.14,-22138.56,22538.69,23204.82,22271.9,22224.42,22206.14,22138.56,3460,-6600,2970,16001.6,201082.036
355,4.92E-01,354,-22224.44,-22205.33,-22139.35,22524.43,23204.11,22286.84,22224.44,22205.33,22139.35,3370,-6600,3070,16027.12,201402.7298
356,4.93E-01,355,-22224.46,-22204.5,-22140.16,22510.46,23202.73,22302.16,22224.46,22204.5,22140.16,3270,-6600,3170,16045.63,201635.3333
357,4.94E-01,356,-22224.47,-22203.65,-22141,22496.77,23200.69,22317.86,22224.47,22203.65,22141,3170,-6600,3270,16056.97,201777.836
358,4.96E-01,357,-22224.48,-22202.78,-22141.86,22483.4,23197.99,22333.9,22224.48,22202.78,22141.86,3070,-6600,3370,16061.03,201828.8554
359,4.97E-01,358,-22224.49,-22201.9,-22142.73,22470.35,23194.62,22350.27,22224.49,22201.9,22142.73,2970,-6600,3460,16057.72,201787.2607
360,4.99E-01,359,-22224.49,-22201,-22143.63,22457.64,23190.58,22366.96,22224.49,22201,22143.63,2870,-6590,3560,16046.96,201652.0466
361,5.00E-01,360,-22224.49,-22200.07,-22144.55,22445.29,23185.89,22383.95,22224.49,22200.07,22144.55,2770,-6580,3650,16028.69,201422.459
362,5.01E-01,361,-22224.49,-22199.14,-22145.49,22433.3,23180.55,22401.23,22224.49,22199.14,22145.49,2660,-6570,3750,16002.9,201098.3723
363,5.03E-01,362,-22224.49,-22198.18,-22146.44,22421.7,23174.56,22418.76,22224.49,22198.18,22146.44,2560,-6550,3840,15969.57,200679.5352
364,5.04E-01,363,-22224.49,-22197.21,-22147.41,22410.5,23167.93,22436.53,22224.49,22197.21,22147.41,2460,-6540,3930,15928.73,200166.3246
365,5.06E-01,364,-22224.48,-22196.22,-22148.41,22399.7,23160.66,22454.53,22224.48,22196.22,22148.41,2350,-6520,4030,15880.44,199559.4946
366,5.07E-01,365,-22224.47,-22195.22,-22149.41,22389.33,23152.77,22472.73,22224.47,22195.22,22149.41,2250,-6500,4120,15824.76,198859.799
367,5.08E-01,366,-22224.47,-22194.2,-22150.44,22379.38,23144.27,22491.11,22224.47,22194.2,22150.44,2140,-6480,4210,15761.8,198068.6203
368,5.10E-01,367,-22224.46,-22193.17,-22151.48,22369.88,23135.15,22509.66,22224.46,22193.17,22151.48,2030,-6450,4290,15691.69,197187.5921
369,5.11E-01,368,-22224.45,-22192.13,-22152.53,22360.83,23125.45,22528.34,22224.45,22192.13,22152.53,1930,-6430,4380,15614.6,196218.8506
370,5.13E-01,369,-22224.44,-22191.07,-22153.6,22352.25,23115.16,22547.15,22224.44,22191.07,22153.6,1820,-6400,4470,15530.72,195164.7834
371,5.14E-01,370,-22224.43,-22189.99,-22154.68,22344.13,23104.29,22566.05,22224.43,22189.99,22154.68,1710,-6370,4550,15440.25,194027.9039
372,5.15E-01,371,-22224.42,-22188.91,-22155.77,22336.5,23092.88,22585.04,22224.42,22188.91,22155.77,1600,-6330,4630,15343.45,192811.4792
373,5.17E-01,372,-22224.41,-22187.81,-22156.87,22329.36,23080.91,22604.08,22224.41,22187.81,22156.87,1500,-6300,4720,15240.59,191518.9023
374,5.18E-01,373,-22224.4,-22186.71,-22157.99,22322.72,23068.42,22623.15,22224.4,22186.71,22157.99,1390,-6260,4800,15131.96,190153.8175
375,5.19E-01,374,-22224.39,-22185.59,-22159.11,22316.58,23055.42,22642.23,22224.39,22185.59,22159.11,1280,-6220,4880,15017.88,188720.2459
376,5.21E-01,375,-22224.38,-22184.47,-22160.24,22310.95,23041.92,22661.3,22224.38,22184.47,22160.24,1170,-6180,4950,14898.71,187222.7115
377,5.22E-01,376,-22224.37,-22183.33,-22161.38,22305.84,23027.94,22680.34,22224.37,22183.33,22161.38,1060,-6140,5030,14774.81,185665.7382
378,5.24E-01,377,-22224.36,-22182.19,-22162.53,22301.25,23013.5,22699.32,22224.36,22182.19,22162.53,949,-6090,5110,14646.57,184054.2268
379,5.25E-01,378,-22224.35,-22181.04,-22163.69,22297.19,22998.61,22718.22,22224.35,22181.04,22163.69,839,-6050,5180,14514.41,182393.4553
380,5.26E-01,379,-22224.34,-22179.88,-22164.85,22293.66,22983.3,22737.03,22224.34,22179.88,22164.85,729,-6000,5250,14378.75,180688.7015
381,5.28E-01,380,-22224.34,-22178.72,-22166.02,22290.67,22967.58,22755.7,22224.34,22178.72,22166.02,618,-5950,5320,14240.03,178945.4945
382,5.29E-01,381,-22224.33,-22177.55,-22167.19,22288.22,22951.48,22774.23,22224.33,22177.55,22167.19,508,-5900,5390,14098.72,177169.7407
383,5.31E-01,382,-22224.33,-22176.38,-22168.36,22286.3,22935.01,22792.6,22224.33,22176.38,22168.36,397,-5840,5460,13955.29,175367.3462
384,5.32E-01,383,-22224.33,-22175.21,-22169.54,22284.94,22918.19,22810.77,22224.33,22175.21,22169.54,286,-5790,5530,13810.22,173544.3428
385,5.33E-01,384,-22224.32,-22174.03,-22170.71,22284.12,22901.05,22828.72,22224.32,22174.03,22170.71,175,-5730,5590,13663.99,171706.7624
